Age (bin),City,Education,Gender,GenderLabel,HouseOwnerFlag,HouseOwnerFlagLabel,MaritalStatus,MaritalStatusLabel,Occupation,PostalCode,Prospect,ProspectiveBuyerKey,StateProvinceCode,Age,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
40,Concord,Graduate D,M,MALE,0,NO,M,MARRIED,Management,94519,Fernando Henderson,737,CA,40,3,1,2,"110,000"
30,Santa Monica,High Schoo,M,MALE,0,NO,M,MARRIED,Manual,90401,Thomas Scott,1969,CA,44,1,0,0,"20,000"
30,Colma,High Schoo,M,MALE,0,NO,M,MARRIED,Manual,94014,Frederick Lopez,743,CA,56,1,0,0,"20,000"
35,Colma,High Schoo,M,MALE,0,NO,M,MARRIED,Manual,94014,Xavier Lewis,2047,CA,55,1,0,0,"30,000"
30,Chula Vista,High Schoo,M,MALE,0,NO,M,MARRIED,Manual,91910,Robert Evans,1673,CA,34,1,5,5,"20,000"
50,Burlingame,High Schoo,M,MALE,0,NO,M,MARRIED,Professional,94010,Cameron Martin,403,CA,49,1,1,2,"90,000"
60,Olympia,High Schoo,M,MALE,0,NO,M,MARRIED,Management,98501,Neil Munoz,1559,WA,52,2,0,5,"80,000"
45,Kirkland,High Schoo,M,MALE,0,NO,M,MARRIED,Manual,98033,Raul Pal,1732,WA,54,2,2,2,"20,000"
35,Concord,High Schoo,M,MALE,0,NO,M,MARRIED,Professional,94519,Raymond Patel,1733,CA,51,2,0,0,"50,000"
60,Burien,High Schoo,M,MALE,0,NO,M,MARRIED,Professional,98168,Tony Aggarwal,1910,WA,40,2,0,4,"40,000"
60,San Diego,High Schoo,M,MALE,0,NO,M,MARRIED,Professional,92102,Edwin Cai,655,CA,55,2,0,5,"40,000"
55,Concord,High Schoo,M,MALE,0,NO,M,MARRIED,Professional,94519,Max Diaz,1383,CA,58,2,1,2,"50,000"
55,Concord,High Schoo,M,MALE,0,NO,M,MARRIED,Professional,94519,Bryant Gonzalez,224,CA,37,2,1,2,"50,000"
55,Marysville,High Schoo,M,MALE,0,NO,M,MARRIED,Professional,98270,Johnathan Lopez,999,WA,50,2,1,2,"50,000"
30,Colma,High Schoo,M,MALE,0,NO,M,MARRIED,Skilled Manual,94014,Billy Ramos,265,CA,35,2,0,0,"40,000"
30,Kenmore,High Schoo,M,MALE,0,NO,M,MARRIED,Skilled Manual,98028,Juan Morris,1019,WA,37,2,0,0,"40,000"
55,Milwaukie,High Schoo,M,MALE,0,NO,M,MARRIED,Skilled Manual,97222,Kristopher Prasad,1203,OR,43,2,0,3,"30,000"
45,Issaquah,High Schoo,M,MALE,0,NO,M,MARRIED,Skilled Manual,98027,Frank Alonso,723,WA,53,2,2,3,"40,000"
60,Burlingame,High Schoo,M,MALE,0,NO,M,MARRIED,Professional,94010,Orlando Moreno,1593,CA,42,3,1,5,"70,000"
35,Billings,High Schoo,M,MALE,0,NO,M,MARRIED,Management,59101,Craig Dominguez,345,MT,47,4,5,0,"100,000"
60,W. Linn,High Schoo,M,MALE,0,NO,M,MARRIED,Management,97068,Tyrone Martin,1948,OR,32,4,5,5,"120,000"
50,Virginia Beach,High Schoo,M,MALE,0,NO,M,MARRIED,Professional,23451,Preston Malhotra,1620,VA,41,4,4,2,"120,000"
35,Colma,Partial Co,M,MALE,0,NO,M,MARRIED,Clerical,94014,Dwayne Castro,528,CA,44,1,0,0,"30,000"
35,Baltimore,Partial Co,M,MALE,0,NO,M,MARRIED,Clerical,21201,Darrell Nath,582,MD,30,1,0,0,"30,000"
35,Concord,Partial Co,M,MALE,0,NO,M,MARRIED,Clerical,94519,Jackson Flores,945,CA,44,1,3,3,"40,000"
30,Colma,Partial Co,M,MALE,0,NO,M,MARRIED,Manual,94014,Kurt Nath,1191,CA,48,1,0,0,"10,000"
35,Downey,Partial Co,M,MALE,0,NO,M,MARRIED,Manual,90241,Martin Chandra,1371,CA,35,1,0,0,"20,000"
55,National City,Partial Co,M,MALE,0,NO,M,MARRIED,Professional,91950,Austin Wilson,178,CA,48,1,1,2,"60,000"
60,Concord,Partial Co,M,MALE,0,NO,M,MARRIED,Clerical,94519,Gregory Lal,790,CA,49,2,0,2,"30,000"
60,Milwaukie,Partial Co,M,MALE,0,NO,M,MARRIED,Clerical,97222,Dylan Smith,616,OR,33,2,0,3,"30,000"
35,Spokane,Partial Co,M,MALE,0,NO,M,MARRIED,Clerical,99202,Dylan Henderson,558,WA,55,2,4,4,"40,000"
30,Ballard,Partial Co,M,MALE,0,NO,M,MARRIED,Management,98107,Ross Alonso,1646,WA,47,2,0,0,"80,000"
35,Edmonds,Partial Co,M,MALE,0,NO,M,MARRIED,Professional,98020,Franklin Guo,736,WA,33,2,0,0,"70,000"
60,Imperial Beach,Partial Co,M,MALE,0,NO,M,MARRIED,Professional,91932,Karl Chande,1136,CA,55,2,1,2,"50,000"
40,Milwaukie,Partial Co,M,MALE,0,NO,M,MARRIED,Skilled Manual,97222,Roger Shan,1754,OR,51,2,4,4,"90,000"
45,Glendale,Partial Co,M,MALE,0,NO,M,MARRIED,Professional,91203,Nicolas Shen,1574,CA,56,3,4,5,"70,000"
45,Tucson,Partial Co,M,MALE,0,NO,M,MARRIED,Professional,85701,Robert Hughes,1700,AZ,44,3,4,5,"80,000"
45,Miami,Partial Co,M,MALE,0,NO,M,MARRIED,Professional,33127,Damien Zeng,640,FL,41,3,4,5,"80,000"
60,Tacoma,Partial Co,M,MALE,0,NO,M,MARRIED,Management,98403,Gerald Blanco,768,WA,35,4,4,3,"100,000"
45,Concord,Partial Co,M,MALE,0,NO,M,MARRIED,Professional,94519,Phillip Patel,1624,CA,34,4,2,3,"100,000"
30,Coronado,Partial Hi,M,MALE,0,NO,M,MARRIED,Clerical,92118,Derek Luo,573,CA,52,2,0,0,"40,000"
50,Lynnwood,Partial Hi,M,MALE,0,NO,M,MARRIED,Clerical,98036,Billy Navarro,253,WA,31,2,0,3,"20,000"
50,Sedro Woolley,Partial Hi,M,MALE,0,NO,M,MARRIED,Clerical,98284,Brandon Shan,278,WA,53,2,1,2,"20,000"
35,Colma,Partial Hi,M,MALE,0,NO,M,MARRIED,Manual,94014,Orlando Ruiz,1598,CA,56,2,0,0,"10,000"
35,Snohomish,Partial Hi,M,MALE,0,NO,M,MARRIED,Manual,98296,Reginald Hernandez,1699,WA,50,2,0,0,"10,000"
25,Colma,Partial Hi,M,MALE,0,NO,M,MARRIED,Manual,94014,Ricky Ortega,1731,CA,52,2,0,0,"20,000"
25,Snohomish,Partial Hi,M,MALE,0,NO,M,MARRIED,Manual,98296,Eric Nelson,698,WA,56,2,0,0,"20,000"
45,Daly City,Partial Hi,M,MALE,0,NO,M,MARRIED,Manual,94015,Xavier Wilson,2050,CA,37,2,2,3,"10,000"
50,Colma,Partial Hi,M,MALE,0,NO,M,MARRIED,Skilled Manual,94014,Kevin Allen,1122,CA,42,2,0,2,"50,000"
55,Concord,Partial Hi,M,MALE,0,NO,M,MARRIED,Skilled Manual,94519,Nathan Hall,1540,CA,35,2,0,2,"50,000"
60,Index,Partial Hi,M,MALE,0,NO,M,MARRIED,Skilled Manual,98256,Cedric Luo,398,WA,40,2,1,2,"30,000"
55,Bellingham,Partial Hi,M,MALE,0,NO,M,MARRIED,Skilled Manual,98225,Warren Sun,2038,WA,60,3,1,3,"60,000"
35,Concord,Partial Hi,M,MALE,0,NO,M,MARRIED,Professional,94519,Erik Alonso,647,CA,36,4,0,0,"80,000"
35,Colma,Partial Hi,M,MALE,0,NO,M,MARRIED,Professional,94014,Shawn Chande,1796,CA,54,4,5,0,"120,000"
25,Burlingame,Bachelors,M,MALE,0,NO,M,MARRIED,Manual,94010,Byron Munoz,249,CA,53,0,0,0,"10,000"
40,Bremerton,Bachelors,M,MALE,0,NO,M,MARRIED,Skilled Manual,98312,Jeffery Gao,951,WA,48,0,0,0,"40,000"
45,Bremerton,Bachelors,M,MALE,0,NO,M,MARRIED,Skilled Manual,98312,Andy Ramos,127,WA,38,0,0,1,"40,000"
35,Woodburn,Bachelors,M,MALE,0,NO,M,MARRIED,Skilled Manual,97071,Edward Robinson,703,OR,59,0,1,1,"50,000"
70,Kirkland,Bachelors,M,MALE,0,NO,M,MARRIED,Clerical,98033,Ian Jackson,883,WA,42,1,0,2,"10,000"
40,Concord,Bachelors,M,MALE,0,NO,M,MARRIED,Management,94519,Evan Roberts,702,CA,38,1,0,0,"80,000"
45,Portland,Bachelors,M,MALE,0,NO,M,MARRIED,Professional,97205,Jose Roberts,1052,OR,36,1,0,1,"50,000"
40,Berkeley,Bachelors,M,MALE,0,NO,M,MARRIED,Professional,94704,Geoffrey Prasad,801,CA,56,1,2,2,"60,000"
45,Santa Monica,Bachelors,M,MALE,0,NO,M,MARRIED,Skilled Manual,90401,Vincent Zeng,2015,CA,52,1,0,1,"40,000"
40,New York,Bachelors,M,MALE,0,NO,M,MARRIED,Management,10007,Todd Hu,1934,NY,37,3,1,0,"120,000"
40,Los Angeles,Graduate D,M,MALE,0,NO,M,MARRIED,Clerical,90012,Clarence Shen,464,CA,41,0,0,0,"40,000"
40,Coronado,Graduate D,M,MALE,0,NO,M,MARRIED,Clerical,92118,Wesley Ye,2044,CA,39,0,0,0,"40,000"
40,Joliet,Graduate D,M,MALE,0,NO,M,MARRIED,Clerical,60433,Marco Rodriguez,1467,IL,60,0,0,0,"40,000"
45,Burlingame,Graduate D,M,MALE,0,NO,M,MARRIED,Clerical,94010,Cameron Davis,339,CA,54,0,0,1,"20,000"
40,Colma,Graduate D,M,MALE,0,NO,M,MARRIED,Management,94014,Javier Moreno,1014,CA,30,0,0,1,"100,000"
40,Colma,Graduate D,M,MALE,0,NO,M,MARRIED,Management,94014,Raul Yuan,1776,CA,42,0,0,1,"100,000"
40,Everett,Graduate D,M,MALE,0,NO,M,MARRIED,Professional,98201,Ian Hill,881,WA,57,0,0,0,"60,000"
40,Oregon City,Graduate D,M,MALE,0,NO,M,MARRIED,Professional,97045,Jacob Jones,986,OR,60,0,0,2,"60,000"
35,Lynnwood,Graduate D,M,MALE,0,NO,M,MARRIED,Professional,98036,Sean Hall,1819,WA,50,0,0,4,"70,000"
40,Sand City,Graduate D,M,MALE,0,NO,M,MARRIED,Skilled Manual,93955,Jordan Hayes,970,CA,42,0,0,0,"50,000"
40,Beaverton,Graduate D,M,MALE,0,NO,M,MARRIED,Skilled Manual,97005,Isaiah Cooper,873,OR,60,0,0,0,"50,000"
35,Concord,Graduate D,M,MALE,0,NO,M,MARRIED,Skilled Manual,94519,Cedric Lal,385,CA,31,0,0,0,"50,000"
35,Beaverton,Graduate D,M,MALE,0,NO,M,MARRIED,Skilled Manual,97005,Caleb Bryant,323,OR,48,0,0,1,"50,000"
35,Concord,Graduate D,M,MALE,0,NO,M,MARRIED,Skilled Manual,94519,Darrell Xu,632,CA,58,0,1,1,"50,000"
40,Bellingham,Graduate D,M,MALE,0,NO,M,MARRIED,Management,98225,Devon Yuan,639,WA,53,3,0,0,"120,000"
40,Colma,High Schoo,M,MALE,0,NO,M,MARRIED,Manual,94014,Henry Sai,856,CA,37,0,3,3,"10,000"
45,Downey,High Schoo,M,MALE,0,NO,M,MARRIED,Manual,90241,Anthony Jackson,64,CA,58,1,1,1,"10,000"
40,Bellflower,High Schoo,M,MALE,0,NO,M,MARRIED,Manual,90706,Frederick Mehta,747,CA,51,1,2,2,"10,000"
40,Campbellsville,High Schoo,M,MALE,0,NO,M,MARRIED,Manual,42718,Bryan Richardson,267,KY,54,1,2,2,"10,000"
40,Bremerton,High Schoo,M,MALE,0,NO,M,MARRIED,Manual,98312,Calvin Lal,388,WA,38,1,2,2,"20,000"
40,Kirkland,High Schoo,M,MALE,0,NO,M,MARRIED,Manual,98033,Jerry Raji,1046,WA,39,1,2,2,"20,000"
45,Coronado,Partial Co,M,MALE,0,NO,M,MARRIED,Clerical,92118,Shannon Rubio,1878,CA,50,0,3,3,"30,000"
45,Burlingame,Partial Co,M,MALE,0,NO,M,MARRIED,Manual,94010,Gilbert Chande,770,CA,41,0,1,1,"20,000"
50,Sunrise,Partial Co,M,MALE,0,NO,M,MARRIED,Professional,33322,Brendan Tang,288,FL,46,0,1,2,"70,000"
50,Colma,Partial Co,M,MALE,0,NO,M,MARRIED,Clerical,94014,Wyatt Alexander,2016,CA,39,1,0,1,"40,000"
40,Burien,Partial Co,M,MALE,0,NO,M,MARRIED,Manual,98168,Francis Munoz,749,WA,40,1,0,0,"20,000"
50,Downey,Partial Co,M,MALE,0,NO,M,MARRIED,Manual,90241,Peter Chande,1610,CA,45,1,0,2,"20,000"
50,Beaverton,Partial Co,M,MALE,0,NO,M,MARRIED,Manual,97005,Rodney Hernandez,1697,OR,50,1,0,2,"20,000"
55,Chula Vista,Partial Co,M,MALE,0,NO,M,MARRIED,Manual,91910,Roger Li,1710,CA,54,1,0,2,"20,000"
40,National City,Partial Co,M,MALE,0,NO,M,MARRIED,Skilled Manual,91950,Shannon Diaz,1807,CA,44,1,0,0,"50,000"
45,Lebanon,Partial Co,M,MALE,0,NO,M,MARRIED,Skilled Manual,97355,Russell Kumar,1707,OR,35,1,0,1,"50,000"
50,Kenmore,Partial Co,M,MALE,0,NO,M,MARRIED,Skilled Manual,98028,Dominic Arun,518,WA,43,1,0,1,"50,000"
45,Newport Beach,Partial Co,M,MALE,0,NO,M,MARRIED,Skilled Manual,92625,Darrell Sharma,608,CA,40,1,0,1,"60,000"
45,Clearwater,Partial Co,M,MALE,0,NO,M,MARRIED,Skilled Manual,33755,Noah Miller,1554,FL,41,1,0,1,"60,000"
35,Colma,Partial Hi,M,MALE,0,NO,M,MARRIED,Professional,94014,Donald Sai,602,CA,36,3,0,0,"90,000"
35,Norwalk,Bachelors,M,MALE,0,NO,S,SINGLE,Management,90650,Jeremiah Kelly,987,CA,38,1,0,0,"80,000"
35,W. Linn,Bachelors,M,MALE,0,NO,S,SINGLE,Management,97068,Richard Carter,1657,OR,51,1,0,0,"80,000"
75,City Of Commerce,Bachelors,M,MALE,0,NO,S,SINGLE,Management,90040,Douglas Chandra,532,CA,41,1,0,4,"90,000"
35,Ontario,Bachelors,M,MALE,0,NO,S,SINGLE,Skilled Manual,91764,Ramon Zhu,1781,CA,53,1,1,1,"40,000"
35,Burlingame,Bachelors,M,MALE,0,NO,S,SINGLE,Skilled Manual,94010,Orlando Navarro,1594,CA,51,1,1,1,"40,000"
35,Missoula,Bachelors,M,MALE,0,NO,S,SINGLE,Skilled Manual,59801,Bryan Brooks,208,MT,39,1,1,1,"50,000"
35,Spokane,Bachelors,M,MALE,0,NO,S,SINGLE,Skilled Manual,99202,Andre Engineer,36,WA,45,1,1,1,"50,000"
70,Lemon Grove,Bachelors,M,MALE,0,NO,S,SINGLE,Management,85252,Leonard Sharma,1312,AZ,52,2,0,2,"40,000"
65,Vero Beach,Bachelors,M,MALE,0,NO,S,SINGLE,Management,32960,Martin Mehta,1427,FL,48,2,0,4,"50,000"
65,Corvallis,Bachelors,M,MALE,0,NO,S,SINGLE,Management,97330,Alvin Raje,125,OR,46,2,0,4,"50,000"
60,Lake Oswego,Bachelors,M,MALE,0,NO,S,SINGLE,Management,97034,Angel Sanchez,143,OR,33,2,0,4,"60,000"
65,Colma,Bachelors,M,MALE,0,NO,S,SINGLE,Management,94014,Steven Ward,1892,CA,38,2,0,4,"80,000"
60,Fullerton,Bachelors,M,MALE,0,NO,S,SINGLE,Management,92831,Juan Stewart,1084,CA,32,2,0,5,"50,000"
60,Nashua,Bachelors,M,MALE,0,NO,S,SINGLE,Management,3064,Elijah Simmons,708,NH,60,2,0,5,"50,000"
65,Burlingame,Bachelors,M,MALE,0,NO,S,SINGLE,Management,94010,Clarence Tang,472,CA,36,2,0,5,"80,000"
65,El Cajon,Bachelors,M,MALE,0,NO,S,SINGLE,Management,92020,Elijah Turner,711,CA,48,2,0,5,"90,000"
65,Concord,Bachelors,M,MALE,0,NO,S,SINGLE,Management,94519,Ricky Hernandez,1696,CA,59,2,0,5,"90,000"
70,Colma,Bachelors,M,MALE,0,NO,S,SINGLE,Management,94014,Christopher Thompson,474,CA,34,2,0,5,"90,000"
45,Concord,Bachelors,M,MALE,0,NO,S,SINGLE,Professional,94519,Francis Rubio,757,CA,59,2,0,0,"70,000"
45,Palo Alto,Bachelors,M,MALE,0,NO,S,SINGLE,Professional,94303,Shannon Blanco,1791,CA,40,2,0,0,"70,000"
45,Lebanon,Bachelors,M,MALE,0,NO,S,SINGLE,Professional,97355,Seth Peterson,1865,OR,39,2,0,0,"70,000"
60,Port Orchard,Bachelors,M,MALE,0,NO,S,SINGLE,Management,98366,Samuel Kumar,1834,WA,43,3,0,5,"50,000"
50,Portland,Bachelors,M,MALE,0,NO,S,SINGLE,Management,97205,Darrell Tang,622,OR,59,3,1,1,"100,000"
45,Oakland,Bachelors,M,MALE,0,NO,S,SINGLE,Skilled Manual,94611,Damien Yang,638,CA,47,3,4,4,"50,000"
45,Puyallup,Bachelors,M,MALE,0,NO,S,SINGLE,Skilled Manual,98371,Philip Vazquez,1641,WA,57,3,4,4,"50,000"
50,Branson,Bachelors,M,MALE,0,NO,S,SINGLE,Management,65616,Jon Zheng,1119,MO,60,4,1,5,"120,000"
65,Colma,Bachelors,M,MALE,0,NO,S,SINGLE,Management,94014,Damien Gao,544,CA,36,4,3,2,"130,000"
65,Concord,Bachelors,M,MALE,0,NO,S,SINGLE,Management,94519,Mathew Gutierrez,1399,CA,30,4,3,2,"130,000"
40,Madison Heights,Bachelors,M,MALE,0,NO,S,SINGLE,Professional,48071,Raymond Perez,1736,MI,44,4,5,5,"70,000"
35,Berkeley,Graduate D,M,MALE,0,NO,S,SINGLE,Management,94704,Adam Yang,185,CA,54,1,4,4,"80,000"
35,Bellingham,Graduate D,M,MALE,0,NO,S,SINGLE,Management,98225,Kelvin Kumar,1173,WA,37,1,4,4,"80,000"
70,Colma,Graduate D,M,MALE,0,NO,S,SINGLE,Management,94014,Manuel Verma,1505,CA,30,2,0,2,"50,000"
75,Yakima,Graduate D,M,MALE,0,NO,S,SINGLE,Management,98901,Logan Simmons,1316,WA,53,2,0,2,"50,000"
70,W. Linn,Graduate D,M,MALE,0,NO,S,SINGLE,Management,97068,Lee Hernandez,1277,OR,60,2,0,3,"50,000"
70,Glendale,Graduate D,M,MALE,0,NO,S,SINGLE,Management,91203,Chad Bhat,321,CA,50,2,0,4,"70,000"
65,Chula Vista,Graduate D,M,MALE,0,NO,S,SINGLE,Management,91910,Charles Campbell,325,CA,30,2,0,5,"70,000"
40,Newport Beach,Graduate D,M,MALE,0,NO,S,SINGLE,Management,92625,Emmanuel Sara,706,CA,42,2,5,5,"80,000"
40,Bremerton,Graduate D,M,MALE,0,NO,S,SINGLE,Management,98312,Isaac Torres,902,WA,58,3,1,1,"110,000"
70,Colma,Graduate D,M,MALE,0,NO,S,SINGLE,Management,94014,Roy Munoz,1726,CA,46,3,3,2,"100,000"
40,Newport Beach,Graduate D,M,MALE,0,NO,S,SINGLE,Management,92625,Jesus Torres,1098,CA,41,3,5,5,"80,000"
30,Colma,High Schoo,M,MALE,0,NO,S,SINGLE,Manual,94014,Ivan Sanchez,897,CA,49,1,0,0,"20,000"
30,Daly City,High Schoo,M,MALE,0,NO,S,SINGLE,Manual,94015,Damien Cai,526,CA,53,1,0,0,"20,000"
30,La Vergne,High Schoo,M,MALE,0,NO,S,SINGLE,Manual,37086,Roberto Serrano,1753,TN,59,1,0,0,"20,000"
30,Olympia,High Schoo,M,MALE,0,NO,S,SINGLE,Manual,98501,Ross Garcia,1677,WA,54,1,0,0,"20,000"
35,Concord,High Schoo,M,MALE,0,NO,S,SINGLE,Manual,94519,Harold Engineer,828,CA,51,1,0,0,"30,000"
35,Orange,High Schoo,M,MALE,0,NO,S,SINGLE,Manual,92867,Ian Nelson,889,CA,38,1,0,0,"30,000"
35,Parker,High Schoo,M,MALE,0,NO,S,SINGLE,Manual,80138,Richard Perry,1737,CO,51,1,0,0,"30,000"
30,Beaverton,High Schoo,M,MALE,0,NO,S,SINGLE,Manual,97005,Ronnie Ye,1775,OR,33,1,5,5,"20,000"
50,Lemon Grove,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,91945,Reginald Jimenez,1703,CA,47,1,3,4,"70,000"
55,Kansas City,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,64106,Devin Washington,628,MO,54,1,3,4,"70,000"
50,Portland,High Schoo,M,MALE,0,NO,S,SINGLE,Clerical,97205,Ian Taylor,900,OR,39,2,0,1,"30,000"
30,National City,High Schoo,M,MALE,0,NO,S,SINGLE,Management,91950,Chase Torres,475,CA,59,2,0,0,"70,000"
30,Burien,High Schoo,M,MALE,0,NO,S,SINGLE,Management,98168,Angel Green,49,WA,37,2,0,0,"70,000"
35,Olympia,High Schoo,M,MALE,0,NO,S,SINGLE,Management,98501,Preston Verma,1642,WA,53,2,5,0,"100,000"
30,Chicago,High Schoo,M,MALE,0,NO,S,SINGLE,Manual,60610,Gilbert Yuan,821,IL,43,2,0,0,"10,000"
75,Los Angeles,High Schoo,M,MALE,0,NO,S,SINGLE,Manual,90012,Seth Cooper,1804,CA,60,2,0,4,"10,000"
35,Concord,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,94519,Marshall Pal,1443,CA,31,2,0,0,"50,000"
35,Edmonds,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,98020,Lucas Green,1273,WA,39,2,0,0,"50,000"
35,Puyallup,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,98371,Angel Bell,6,WA,59,2,0,0,"50,000"
50,Chula Vista,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,91910,Darren Perez,586,CA,35,2,0,2,"50,000"
50,Branson,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,65616,Terrence Kumar,1938,MO,43,2,0,2,"50,000"
60,Bellevue,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,98004,Lance Hernandez,1278,WA,39,2,0,4,"30,000"
60,San Diego,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,92102,Noah Sharma,1572,CA,60,2,1,2,"40,000"
60,Puyallup,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,98371,Fernando Jones,739,WA,40,2,1,2,"40,000"
50,Lakewood,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,63301,Roberto Martin,1717,MO,55,2,1,2,"90,000"
55,Colma,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,94014,Mitchell Chander,1370,CA,45,2,1,3,"60,000"
55,Columbus,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,31901,Jeremiah Foster,946,GA,43,2,2,5,"80,000"
55,Federal Way,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,98003,Shawn Kumar,1833,WA,58,2,2,5,"80,000"
30,Chula Vista,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,91910,Cedric Aggarwal,309,CA,52,2,0,0,"30,000"
30,Union City,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,94587,Omar Luo,1591,CA,55,2,0,0,"30,000"
30,Kenmore,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,98028,Terry Aggarwal,1911,WA,49,2,0,0,"30,000"
30,Mesa,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,85201,Hunter Martin,843,AZ,31,2,0,0,"40,000"
30,Salt Lake City,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,84101,Brent Liu,238,UT,54,2,0,0,"40,000"
30,Duvall,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,98019,Jesus Moreno,1016,WA,43,2,0,0,"40,000"
30,Everett,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,98201,Hunter Harris,835,WA,44,2,0,0,"40,000"
30,Chula Vista,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,91910,Justin Johnson,984,CA,38,2,0,0,"50,000"
30,San Diego,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,92102,Derrick Alvarez,515,CA,35,2,0,0,"50,000"
30,Milwaukie,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,97222,Derrick Ortega,585,OR,40,2,0,0,"50,000"
30,Oregon City,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,97045,Jessie Zhang,1117,OR,40,2,0,0,"50,000"
30,Edmonds,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,98020,Austin Ross,137,WA,39,2,0,0,"50,000"
50,Chicago,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,60610,Jack Patterson,1033,IL,46,2,0,2,"30,000"
50,Woodburn,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,97071,Michael Jackson,1410,OR,51,2,0,2,"30,000"
50,West Covina,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,91791,Raul Xie,1772,CA,33,2,0,2,"50,000"
50,West Covina,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,91791,Ethan Washington,715,CA,54,2,0,2,"50,000"
50,Puyallup,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,98371,Arturo She,153,WA,30,2,0,2,"50,000"
60,Walla Walla,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,99362,Barry Kapoor,233,WA,39,2,0,4,"20,000"
60,La Jolla,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,92806,Daniel Smith,615,CA,58,2,1,2,"10,000"
45,Mill Valley,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,94941,Omar Wu,1603,CA,58,2,2,4,"40,000"
30,Gold Bar,High Schoo,M,MALE,0,NO,S,SINGLE,Management,98251,Rafael Chander,1661,WA,41,3,0,0,"70,000"
60,Chula Vista,High Schoo,M,MALE,0,NO,S,SINGLE,Management,91910,Brendan Luo,239,CA,42,3,1,4,"90,000"
30,Corvallis,High Schoo,M,MALE,0,NO,S,SINGLE,Manual,97330,Luis Turner,1328,OR,46,3,5,5,"20,000"
55,Chula Vista,High Schoo,M,MALE,0,NO,S,SINGLE,Professional,91910,Roy Gomez,1682,CA,38,3,1,4,"80,000"
45,Concord,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,94519,Harold Suri,860,CA,60,3,3,4,"40,000"
45,Lebanon,High Schoo,M,MALE,0,NO,S,SINGLE,Skilled Manual,97355,Willie Xie,2042,OR,45,3,3,4,"40,000"
35,Bellflower,High Schoo,M,MALE,0,NO,S,SINGLE,Management,90706,Jerome Alvarez,910,CA,31,4,5,0,"100,000"
35,Burlingame,High Schoo,M,MALE,0,NO,S,SINGLE,Management,94010,Sebastian Kelly,1831,CA,43,4,5,0,"110,000"
35,Lake Oswego,High Schoo,M,MALE,0,NO,S,SINGLE,Management,97034,Franklin Liang,742,OR,32,4,5,0,"110,000"
35,Tacoma,High Schoo,M,MALE,0,NO,S,SINGLE,Management,98403,Todd Ye,1991,WA,47,4,5,5,"130,000"
30,Santa Monica,Partial Co,M,MALE,0,NO,S,SINGLE,Clerical,90401,Jacob Jackson,979,CA,50,1,0,0,"30,000"
35,W. Linn,Partial Co,M,MALE,0,NO,S,SINGLE,Clerical,89701,Alan Zhao,193,NV,56,1,0,0,"30,000"
30,Bremerton,Partial Co,M,MALE,0,NO,S,SINGLE,Clerical,98312,Dwayne Jimenez,564,WA,47,1,0,0,"30,000"
35,Edmonds,Partial Co,M,MALE,0,NO,S,SINGLE,Clerical,98020,Jeremiah Thompson,1096,WA,58,1,0,0,"30,000"
25,Baldwin Park,Partial Co,M,MALE,0,NO,S,SINGLE,Manual,91706,Geoffrey Engineer,775,CA,45,1,0,0,"10,000"
35,Houston,Partial Co,M,MALE,0,NO,S,SINGLE,Manual,77003,Shaun Nath,1855,TX,41,1,0,0,"20,000"
